word,severity,vibe,pos,
Henry Lee,1,other,noun,
tottery,1,other,adjective,
Ottawa river,1,other,noun,
blush,1,other,noun,
spear,1,other,verb,
counterpoised,1,other,adjective,
unimproved,2,other,adjective,
order Cycadofilicales,1,other,noun,
trace,2,other,noun,
Luis Bunuel,2,other,noun,
Zimbabwean dollar,2,other,noun,
old witchgrass,3,other,noun,
courtship,3,other,noun,
flack,1,other,noun,
Charles IX,1,other,noun,
needlenose pliers,1,other,noun,
X-raying,3,other,noun,
unachievable,2,other,adjective,
Hippoglossus hippoglossus,2,other,noun,
tampon,4,other,verb,
trade,4,other,noun,
oscillation,3,other,noun,
neroli oil,3,other,noun,
split run,1,other,noun,
ytterbium,2,other,noun,
spinose,2,other,adjective,
jammed,3,other,adjective,
transmittal,3,other,noun,
come near,1,other,verb,
impermissible,2,other,adjective,
impermanence,1,other,noun,
hierocracy,4,other,noun,
lemming,4,other,noun,
Antirrhinum,2,other,noun,
alkyl,4,other,noun,
brain,3,other,verb,
bar hop,1,other,verb,
Boyle's law,3,other,noun,
tripinnatifid,1,other,adjective,
silver solder,4,other,noun,
fight off,4,other,verb,
prairie fire,2,other,noun,
strait and narrow,4,other,noun,
anchor,1,other,verb,
rhapsodic,3,other,adjective,
bushbuck,2,other,noun,
sustainment,3,other,noun,
sag,1,other,noun,
ambiversive,2,other,adjective,
markhoor,2,other,noun,
Tayassu pecari,4,other,noun,
grant,3,other,verb,
metastatic tumor,2,other,noun,
glandular cancer,4,other,noun,
gamecock,3,other,noun,
al Sunna Wal Jamma,2,other,noun,
darkish,4,other,adjective,
inflate,2,other,verb,
Kiribati,1,other,noun,
viscosimetry,3,other,noun,
dew point,2,other,noun,
friar preacher,3,other,noun,
hairtail,4,other,noun,
flaunt,2,other,verb,
United States dry unit,2,other,noun,
isotonic exercise,4,other,noun,
unswerving,1,other,adjective,
topsy-turvy,4,other,adjective,
Doctor of Theology,3,other,noun,
omphalos,4,other,noun,
abstractedness,1,other,noun,
orangish,4,other,adjective,
Benoit Mandelbrot,3,other,noun,
argent,3,other,noun,
Santa Maria de Belem,4,other,noun,
brutalisation,4,other,noun,
populism,1,other,noun,
Sunnite,2,other,noun,
urochesia,4,other,noun,
teeterboard,4,other,noun,
cavalry,1,other,noun,
way out,4,other,noun,
Listera ovata,2,other,noun,
lockmaster,4,other,noun,
dissolve,1,other,noun,
maleficence,2,other,noun,
autophyte,1,other,noun,
monotone,2,other,adjective,
barmy,2,other,adjective,
apple maggot,1,other,noun,
cation,1,other,noun,
quintessence,1,other,noun,
interior designer,4,other,noun,
smith,1,other,noun,
izzard,1,other,noun,
Phaseolus limensis,4,other,noun,
fortissimo,1,other,adjective,
sidewalk,4,other,noun,
trifurcate,4,other,verb,
penning,2,other,noun,
confounded,2,other,adjective,
galactic,3,other,adjective,
forty-first,3,other,adjective,
amniotic fluid,2,other,noun,
overhead,3,other,adjective,
free weight,1,other,noun,
Dalmatian pyrethrum,1,other,noun,
caravan inn,3,other,noun,
prosodic,1,other,adjective,
common fig,3,other,noun,
pietism,4,other,noun,
australopithecine,1,other,noun,
uneven,1,other,adjective,
five,4,other,noun,
Kyushu,2,other,noun,
reflected,4,other,adjective,
turquoise,3,other,noun,
Slavic,4,other,noun,
capital of Wyoming,4,other,noun,
kalumpang,2,other,noun,
proven,4,other,adjective,
straighten up,3,other,verb,
Verbesina,4,other,noun,
earthnut,2,other,noun,
fishing line,3,other,noun,
genus Nephrops,4,other,noun,
gulp,2,other,verb,
Ustilaginales,2,other,noun,
glove leather,1,other,noun,
Balkan Mountain Range,4,other,noun,
J. R. Firth,2,other,noun,
vigor,1,other,noun,
group theory,2,other,noun,
repose,4,other,noun,
tarantella,2,other,noun,
Wassermann,4,other,noun,
emerald creeper,2,other,noun,
telegraph operator,1,other,noun,
embrace,4,other,verb,
brachycranic,2,other,adjective,
bitumenoid,2,other,adjective,
Indo-Aryan,3,other,adjective,
slingshot,3,other,noun,
genus Stevia,3,other,noun,
Thracian,2,other,noun,
particular date,3,other,noun,
Semarang,3,other,noun,
cellaret,2,other,noun,
monochromic,4,other,adjective,
ex officio,4,other,adjective,
Saurosuchus,2,other,noun,
genus Pharomacrus,4,other,noun,
core drill,4,other,noun,
antifouling paint,4,other,noun,
Henry,4,other,noun,
garden chair,1,other,noun,
Maria Tallchief,4,other,noun,
on the hook,1,other,adjective,
lector,2,other,noun,
Mickey Finn,2,other,noun,
sciolistic,1,other,adjective,
chase,2,other,verb,
Castanea,1,other,noun,
fairy-ring mushroom,4,other,noun,
element 111,4,other,noun,
sideline,4,other,verb,
ribbon-shaped,1,other,adjective,
tum,4,other,noun,
family Myrsinaceae,2,other,noun,
forenoon,3,other,noun,
expansive,1,other,adjective,
element,3,other,noun,
Katowice,1,other,noun,
verse line,2,other,noun,
unapprehensive,3,other,adjective,
cocoswood,2,other,noun,
Upper Peninsula,3,other,noun,
cxxv,4,other,adjective,
Lophosoria,4,other,noun,
cordwood,1,other,noun,
First Epistle of Peter,3,other,noun,
Homer Armstrong Thompson,2,other,noun,
clash,3,other,noun,
Admiralty Islands,2,other,noun,
copulative conjunction,3,other,noun,
violet-tinted,2,other,adjective,
Bayesian,2,other,adjective,
regulative,4,other,adjective,
Chiang Kai-shek,3,other,noun,
family Sapindaceae,1,other,noun,
Moharram,1,other,noun,
Japanese honeysuckle,2,other,noun,
oleaginous,2,other,adjective,
Vilnius,4,other,noun,
Hermann Wilhelm Goring,1,other,noun,
Ark of the Covenant,1,other,noun,
straitjacket,1,other,noun,
Aplysia punctata,1,other,noun,
Orthotomus sutorius,1,other,noun,
covert,3,other,noun,
penetratingly,3,other,adverb,
genus Orcinus,1,other,noun,
infrastructure,4,other,noun,
tank,4,other,verb,
oenology,3,other,noun,
bishopry,1,other,noun,
handgun,3,other,noun,
first-rater,1,other,noun,
Jules Emile Frederic Massenet,3,other,noun,
static line,1,other,noun,
lobster butter,3,other,noun,
smart set,3,other,noun,
downstage,4,other,noun,
academic gown,4,other,noun,
transposable,2,other,adjective,
Aquilegia caerulea,1,other,noun,
cautiously,2,other,adverb,
supreme headquarters,4,other,noun,
pug-nosed,1,other,adjective,
twinned,4,other,adjective,
compunction,2,other,noun,
judgmental,3,other,adjective,
touchscreen,3,other,noun,
scamp,4,other,verb,
peneplain,1,other,noun,
genus Acokanthera,3,other,noun,
millboard,4,other,noun,
philosophise,2,other,verb,
bedrid,2,other,adjective,
Rudbeckia laciniata,4,other,noun,
blending,4,other,noun,
white arsenic,1,other,noun,
resupine,4,other,adjective,
gearing,4,other,noun,
Republic of Zambia,1,other,noun,
Rhapis humilis,1,other,noun,
indulgence,3,other,noun,
rabbiteye blueberry,2,other,noun,
jalousie,2,other,noun,
MS,3,other,noun,
foetal monitor,4,other,noun,
Balsaminaceae,4,other,noun,
blennioid,2,other,noun,
flinders,3,other,noun,
medical community,1,other,noun,
extreme point,1,other,noun,
Bragi,3,other,noun,
wheat beer,4,other,noun,
ganglion cell,1,other,noun,
Carniolan bee,3,other,noun,
spaghetti junction,3,other,noun,
immediate payment,3,other,noun,
Cibotium,3,other,noun,
shop window,1,other,noun,
civil union,4,other,noun,
slalom,4,other,noun,
copyread,1,other,verb,
au pair girl,3,other,noun,
at the least,3,other,adverb,
glycerolise,3,other,verb,
heat-absorbing,2,other,adjective,
University of Washington,1,other,noun,
Pericallis hybrida,4,other,noun,
George Herbert Hitchings,1,other,noun,
fluidram,1,other,noun,
armour-clad,4,other,adjective,
Machu Picchu,3,other,noun,
calomel,2,other,noun,
gambist,4,other,noun,
Rhinonicteris aurantius,3,other,noun,
hotel detective,3,other,noun,
hatchet,3,other,noun,
parasitical,3,other,adjective,
locomotor,4,other,adjective,
antic,2,other,noun,
well water,2,other,noun,
bar sinister,4,other,noun,
Lake Saint Clair,3,other,noun,
high wind,4,other,noun,
Olduvai Gorge,2,other,noun,
medium,3,other,adjective,
sport car,1,other,noun,
stressed,3,other,adjective,
disc-shaped,1,other,adjective,
preordination,4,other,noun,
edition,4,other,noun,
Frisian,1,other,adjective,
pitifully,2,other,adverb,
harnessed,1,other,adjective,
tetrachloride,2,other,noun,
sentimentize,1,other,verb,
hydrogen,2,other,noun,
wood spirit,3,other,noun,
briefly,3,other,adverb,
genus Francoa,3,other,noun,
teredinid,4,other,noun,
propositional logic,3,other,noun,
medullary,4,other,adjective,
anticoagulation,2,other,noun,
dichromate,2,other,noun,
in full,2,other,adverb,
pedal,3,other,verb,
ministrant,3,other,noun,
U. S. Coast Guard,2,other,noun,
speakable,4,other,adjective,
naltrexone,3,other,noun,
blueberry root,1,other,noun,
thin-shelled mussel,3,other,noun,
webbed foot,4,other,noun,
acquired immunity,4,other,noun,
overdraw,2,other,verb,
concord,3,other,verb,
Luvian,3,other,noun,
healthcare delivery,2,other,noun,
intervertebral vein,3,other,noun,
greeting card,2,other,noun,
Petrarchan sonnet,4,other,noun,
Japan Trench,4,other,noun,
malfunctioning,4,other,adjective,
highway,1,other,noun,
sinking,2,other,noun,
fervidly,2,other,adverb,
order Phalangida,2,other,noun,
beautiful,4,other,adjective,
WMD,2,other,noun,
swingy,1,other,adjective,
unaired,2,other,adjective,
coquettishly,3,other,adverb,
Felis manul,4,other,noun,
circular saw,4,other,noun,
Jew-bush,4,other,noun,
none,1,other,adjective,
family Gigartinaceae,4,other,noun,
geotropism,4,other,noun,
centare,4,other,noun,
Araguaya River,1,other,noun,
analgesia,3,other,noun,
cx,1,other,adjective,
European hop,2,other,noun,
logical proof,2,other,noun,
sleekness,1,other,noun,
ouzel,4,other,noun,
disharmony,3,other,noun,
peroneal,2,other,adjective,
Gymnopilus,1,other,noun,
Madeira River,2,other,noun,
Greek key,1,other,noun,
Bucerotidae,3,other,noun,
credit crunch,1,other,noun,
gas thermometer,4,other,noun,
genus Laccopetalum,3,other,noun,
for anything,4,other,adverb,
Jonas Edward Salk,1,other,noun,
Auricularia,3,other,noun,
wood shavings,4,other,noun,
housekeeping,3,other,noun,
cooly,3,other,noun,
twitch,1,other,noun,
corroborative,1,other,adjective,
natrolite,4,other,noun,
fine,2,other,adjective,
allyl alcohol,3,other,noun,
Robert E. Peary,2,other,noun,
nether region,4,other,noun,
Medgar Wiley Evers,3,other,noun,
ecological,3,other,adjective,
Noah,3,other,noun,
conjunctive,4,other,noun,
foreshadowing,3,other,adjective,
woolly daisy,4,other,noun,
game plan,2,other,noun,
stallion,4,other,noun,
rain cloud,3,other,noun,
torture,2,other,verb,
dickey-bird,2,other,noun,
bathymetry,1,other,noun,
genus Myrmeleon,1,other,noun,
arrhythmical,4,other,adjective,
hybridization,1,other,noun,
circumvolute,1,other,verb,
narrow-mouthed,3,other,adjective,
genus Melanerpes,3,other,noun,
ulcerous,4,other,adjective,
erroneous belief,3,other,noun,
operation,4,other,noun,
whole meal flour,2,other,noun,
semiopaque,1,other,adjective,
anarchism,2,other,noun,
Stropharia,3,other,noun,
sign in,3,other,verb,
baptism,3,other,noun,
family Cebidae,4,other,noun,
hag,4,other,noun,
abomasal,4,other,adjective,
porter,2,other,verb,
sudorific,4,other,adjective,
cognizable,3,other,adjective,
bounciness,2,other,noun,
gravitational constant,3,other,noun,
poikilothermous,2,other,adjective,
passerine,1,other,adjective,
marbleizing,3,other,noun,
parkway,4,other,noun,
coracle,3,other,noun,
revivalist,3,other,noun,
pressurise,2,other,verb,
Chao Phraya,2,other,noun,
atactic,3,other,adjective,
lower respiratory infection,4,other,noun,
import,4,other,verb,
supple,1,other,verb,
Haitian,4,other,noun,
inbuilt,2,other,adjective,
ADPS,1,other,noun,
footprint,3,other,noun,
sea urchin,2,other,noun,
order-Chenopodiales,1,other,noun,
poppycock,1,other,noun,
ultrasonically,2,other,adverb,
emit,1,other,verb,
goldenseal,4,other,noun,
Tishah b'Av,3,other,noun,
Petersburg,4,other,noun,
multichannel recorder,1,other,noun,
tinning,1,other,noun,
semidarkness,1,other,noun,
prairie fowl,1,other,noun,
appeals court,1,other,noun,
stick to,1,other,verb,
inflammation,3,other,noun,
meliorative,2,other,adjective,
Panicum virgatum,2,other,noun,
genus Proconsul,3,other,noun,
counterargument,3,other,noun,
tag along,2,other,verb,
tank farming,3,other,noun,
emotionless,1,other,adjective,
misshapenness,1,other,noun,
Levantine,1,other,adjective,
umbrella sedge,4,other,noun,
scorecard,2,other,noun,
star sign,3,other,noun,
uncompromising,1,other,adjective,
take stage,2,other,verb,
kangaroo-foot plant,4,other,noun,
Alhazen,2,other,noun,
electronic computer,1,other,noun,
prostate,3,other,adjective,
sight bill,1,other,noun,
charitableness,4,other,noun,
ex vivo,3,other,adverb,
book of instructions,3,other,noun,
positive pole,1,other,noun,
van,2,other,noun,
Samaritan,2,other,noun,
Nelson,4,other,noun,
fuzee,2,other,noun,
Tabasco sauce,2,other,noun,
Aspidophoroides monopterygius,2,other,noun,
joint author,1,other,noun,
appeal board,1,other,noun,
165,1,other,adjective,
exponential decay,1,other,noun,
Budorcas taxicolor,4,other,noun,
family Percophidae,1,other,noun,
Arctotis stoechadifolia,3,other,noun,
gag reflex,2,other,noun,
Calla,3,other,noun,
lactobacillus,3,other,noun,
sarcosome,1,other,noun,
family Actinomycetaceae,3,other,noun,
antiquarian,3,other,noun,
English lavender,1,other,noun,
unravel,3,other,verb,
suavity,4,other,noun,
snuff-color,2,other,noun,
Caretta,2,other,noun,
Osmanli,3,other,noun,
sailor cap,2,other,noun,
overlap,4,other,verb,
readmission,2,other,noun,
attendant,4,other,adjective,
conchology,1,other,noun,
syllable structure,1,other,noun,
lever lock,2,other,noun,
idiopathic disease,3,other,noun,
Custer's Last Stand,3,other,noun,
configuration,1,other,noun,
open-air marketplace,1,other,noun,
Black Rock Desert,1,other,noun,
fledgling,1,other,noun,
head tone,2,other,noun,
monkey bridge,3,other,noun,
capital of Bangladesh,2,other,noun,
mouthful,4,other,noun,
permeation,3,other,noun,
spaghetti Western,1,other,noun,
Communist China,4,other,noun,
parrot's beak,3,other,noun,
formal,2,other,noun,
fifty percent,1,other,noun,
nodding groundsel,2,other,noun,
icosahedron,1,other,noun,
press lord,3,other,noun,
unau,1,other,noun,
angiotensin,4,other,noun,
Windy City,1,other,noun,
rearward,1,other,adverb,
deathwatch beetle,4,other,noun,
red drum,3,other,noun,
genus Lepisosteus,2,other,noun,
laevulose,2,other,noun,
em quad,2,other,noun,
Rosario,1,other,noun,
Psittacula krameri,1,other,noun,
tenno,1,other,noun,
crackle,2,other,adjective,
vomitory,4,other,noun,
Telopea speciosissima,2,other,noun,
Chomsky,2,other,noun,
whiney,4,other,adjective,
opencast mining,2,other,noun,
nostoc,3,other,noun,
black letter,3,other,noun,
Cuniculus paca,3,other,noun,
ashamedly,3,other,adverb,
Bermuda,4,other,noun,
vicar-general,4,other,noun,
bishop's hat,4,other,noun,
Alexander Pope,4,other,noun,
Micromeria,1,other,noun,
Raphus cucullatus,1,other,noun,
slang,1,other,noun,
Okapia johnstoni,2,other,noun,
locking,2,other,noun,
mental illness,1,other,noun,
big-leaf maple,2,other,noun,
heuristic program,2,other,noun,
clupeid,1,other,noun,
Winston Churchill,1,other,noun,
countersign,4,other,verb,
hasty pudding,2,other,noun,
sweetening,3,other,noun,
pathologic,2,other,adjective,
musical instrument,3,other,noun,
Triticum durum,3,other,noun,
pig iron,2,other,noun,
tamarack,3,other,noun,
bestower,3,other,noun,
pitty-pat,4,other,adverb,
biochip,3,other,noun,
Chabad,2,other,noun,
sail through,2,other,verb,
polypectomy,4,other,noun,
die off,1,other,verb,
numdah,3,other,noun,
sure-enough,2,other,adjective,
nutrient artery,4,other,noun,
nonelective,1,other,adjective,
satiable,1,other,adjective,
benzene formula,1,other,noun,
Keogh plan,4,other,noun,
river,3,other,noun,
revitalize,3,other,verb,
Lashkar-e-Taiba,4,other,noun,
film director,1,other,noun,
little terror,3,other,noun,
kirk,1,other,noun,
Joe Blow,2,other,noun,
cab,1,other,verb,
stone,1,other,verb,
halt,1,other,adjective,
panic grass,1,other,noun,
urinator,4,other,noun,
countess,1,other,noun,
aspergill,2,other,noun,
genus Chelifer,1,other,noun,
stick,3,other,noun,
grayish-white,2,other,adjective,
Choriotis australis,3,other,noun,
delicatessen food,3,other,noun,
paprika,3,other,noun,
Walt Whitman,2,other,noun,
commiserate,1,other,verb,
cadmium sulfide,4,other,noun,
all-night,2,other,adjective,
Vespula,2,other,noun,
picture rail,3,other,noun,
birthwort,2,other,noun,
Buckeye State,2,other,noun,
genus Micropterus,2,other,noun,
dependent,1,other,adjective,
dead hand of the past,1,other,noun,
unfertilized,3,other,adjective,
probity,4,other,noun,
Pilsner,4,other,noun,
sannyasin,1,other,noun,
statin drug,2,other,noun,
family Cynoglossidae,4,other,noun,
Arctic hare,2,other,noun,
aver,1,other,verb,
Ursus ursinus,3,other,noun,
acoustic guitar,1,other,noun,
Chilomastix,2,other,noun,
Odo,1,other,noun,
socially,1,other,adverb,
stormy,4,other,adjective,
Notostraca,4,other,noun,
imitation,3,other,noun,
South Korean won,4,other,noun,
criterional,1,other,adjective,
curler,4,other,noun,
expender,4,other,noun,
Richard Rodgers,4,other,noun,
bur,2,other,verb,
differentiated,3,other,adjective,
hock,4,other,noun,
Codariocalyx motorius,1,other,noun,
Word of God,2,other,noun,
building permit,1,other,noun,
look like,3,other,verb,
huffiness,2,other,noun,
regain,1,other,verb,
legislator,3,other,noun,
Fatima,1,other,noun,
assemblywoman,4,other,noun,
undine,4,other,noun,
pallidness,4,other,noun,
Microzide,1,other,noun,
hand line,4,other,noun,
fenestra ovalis,3,other,noun,
monatomic,2,other,adjective,
needle bush,2,other,noun,
xanthoma,1,other,noun,
mumblety-peg,1,other,noun,
pancreatic fibrosis,2,other,noun,
hard-cooked egg,2,other,noun,
gang up,1,other,verb,
Pollack,1,other,noun,
wig tree,1,other,noun,
cat's eye,2,other,noun,
Krauthead,2,other,noun,
viscousness,1,other,noun,
manifest,4,other,adjective,
capital of Wisconsin,4,other,noun,
bollocks up,1,other,verb,
sure as shooting,1,other,adjective,
synthesize,1,other,verb,
Uighur,4,other,noun,
set up,2,other,verb,
nonvisual,3,other,adjective,
Schick test,4,other,noun,
venesect,1,other,verb,
Bannister,3,other,noun,
boronic,1,other,adjective,
ileum,2,other,noun,
galvanism,1,other,noun,
Connecticut,4,other,noun,
boorishness,4,other,noun,
universal,3,other,adjective,
westside,4,other,adjective,
orange fleabane,3,other,noun,
gourd family,3,other,noun,
cephalic index,3,other,noun,
police chief,2,other,noun,
periodic table,4,other,noun,
unturned,3,other,adjective,
sentiency,1,other,noun,
Mott,1,other,noun,
Phyllium,3,other,noun,
sailor's-choice,1,other,noun,
magnetic bottle,2,other,noun,
gaffsail,1,other,noun,
velvet,4,other,noun,
Pseudoryx,3,other,noun,
congenital anomaly,1,other,noun,
rose-colored pastor,1,other,noun,
billhook,4,other,noun,
almond moth,1,other,noun,
